Date,Time,Milliseconds,Treating Pressure,BH Pressure(meas)
2019-11-16,06:08:29,000,7377.85986328125,10882.9296875
2019-11-16,06:08:30,000,7367.0400390625,10893.23046875
2019-11-16,06:08:31,000,7374.85009765625,10878.400390625
2019-11-16,06:08:32,000,7359.7900390625,10877.83984375
2019-11-16,06:08:33,000,7388.669921875,10861.3701171875
2019-11-16,06:08:34,000,7380.89990234375,10880.4599609375
2019-11-16,06:08:35,000,7392.0400390625,10869.0400390625
2019-11-16,06:08:36,000,7377.2900390625,10872.7998046875
2019-11-16,06:08:37,000,7389.5,10856.5703125
2019-11-16,06:08:38,000,7385.39990234375,10862.7099609375
2019-11-16,06:08:39,000,7379.919921875,10853.8701171875
2019-11-16,06:08:40,000,7382.22021484375,10844.080078125
2019-11-16,06:08:41,000,7379.759765625,10840.2998046875
2019-11-16,06:08:42,000,7408.240234375,10834.7099609375
2019-11-16,06:08:43,000,7386.52978515625,10851.3603515625
2019-11-16,06:08:44,000,7399.1201171875,10826.9296875
2019-11-16,06:08:45,000,7375.5,10830.1796875
2019-11-16,06:08:46,000,7406.64990234375,10806.900390625
2019-11-16,06:08:47,000,7394.72998046875,10827.9599609375
2019-11-16,06:08:48,000,7399.5400390625,10812.349609375
2019-11-16,06:08:49,000,7389.35009765625,10809.3203125
2019-11-16,06:08:50,000,7402.85986328125,10795.16015625
2019-11-16,06:08:51,000,7403.580078125,10800.1796875
2019-11-16,06:08:52,000,7400.06005859375,10793.5
2019-11-16,06:08:53,000,7406.66015625,10784.1298828125
2019-11-16,06:08:54,000,7416.35009765625,10783.830078125
2019-11-16,06:08:55,000,7433.02001953125,10787.5
2019-11-16,06:08:56,000,7427.97998046875,10794.73046875
2019-11-16,06:08:57,000,7416.93017578125,10782.51953125
2019-11-16,06:08:58,000,7421.41015625,10766.740234375
2019-11-16,06:08:59,000,7421.7099609375,10764.1904296875
2019-11-16,06:09:00,000,7430,10758.849609375
2019-11-16,06:09:01,000,7415.669921875,10758.5400390625
2019-11-16,06:09:02,000,7427.4599609375,10741.73046875
2019-11-16,06:09:03,000,7433.7099609375,10747.4296875
2019-11-16,06:09:04,000,7436.8798828125,10747.8203125
2019-11-16,06:09:05,000,7439.52978515625,10746.080078125
2019-11-16,06:09:06,000,7427.68994140625,10742.08984375
2019-11-16,06:09:07,000,7457.6298828125,10728.6103515625
2019-11-16,06:09:08,000,7444.490234375,10747.6103515625
2019-11-16,06:09:09,000,7453.740234375,10730.669921875
2019-11-16,06:09:10,000,7432.22998046875,10729.5703125
2019-11-16,06:09:11,000,7464.009765625,10706.2802734375
2019-11-16,06:09:12,000,7450.93994140625,10726.9296875
2019-11-16,06:09:13,000,7472.7900390625,10712.33984375
2019-11-16,06:09:14,000,7459.4599609375,10724.990234375
2019-11-16,06:09:15,000,7475.8701171875,10708.3896484375
2019-11-16,06:09:16,000,7481.580078125,10718.16015625
2019-11-16,06:09:17,000,7480.39013671875,10717.76953125
2019-11-16,06:09:18,000,7483.2900390625,10711.1298828125
2019-11-16,06:09:19,000,7479.8798828125,10706.3798828125
2019-11-16,06:09:20,000,7503.080078125,10698.4404296875
2019-11-16,06:09:21,000,7491.0400390625,10711.1796875
2019-11-16,06:09:22,000,7497.2001953125,10694.7802734375
2019-11-16,06:09:23,000,7485.7001953125,10693.6796875
2019-11-16,06:09:24,000,7503.0400390625,10679.7900390625
2019-11-16,06:09:25,000,7506.419921875,10690.5302734375
2019-11-16,06:09:26,000,7515.14013671875,10689.51953125
2019-11-16,06:09:27,000,7511.89013671875,10691.7197265625
2019-11-16,06:09:28,000,7524.02001953125,10684.5595703125
2019-11-16,06:09:29,000,7537.169921875,10690.400390625
2019-11-16,06:09:30,000,7535.02978515625,10694.7998046875
2019-11-16,06:09:31,000,7537.27001953125,10685.7197265625
2019-11-16,06:09:32,000,7548.7001953125,10681.7099609375
2019-11-16,06:09:33,000,7557.259765625,10685.48046875
2019-11-16,06:09:34,000,7563.2998046875,10685.98046875
2019-11-16,06:09:35,000,7548.9501953125,10682.1201171875
2019-11-16,06:09:36,000,7566.5400390625,10663.580078125
